scaricare	[1827257, 1827096, 1827096, 1827251, 961780, 637441]
influenzare	[2201303, 3257383, 2090467, 2399430, 2399431, 1309724, 5645234, 2427091, 5645233, 889582]
aumentare	[4567, 1766542, 2448016]
salutare	[3672186, 3026345, 6672001, 6672000]
alzare	[1301113]
mostrare	[1874163, 3347311, 1391473, 1101567]
bisognare	[2574689, 2434624, 2434624, 2459729, 2213831, 4534707, 1767277, 1847515, 2915579, 4880697, 1759531, 2479104, 5932242, 2519022, 2519030, 1767251, 2242007, 1912841, 4456, 569301, 1991095, 384508, 2029059, 914308, 700433, 717001, 1873270, 3547841, 4925602, 2725019, 2430346, 819960, 5018634, 1324043, 5018440, 4479004, 3547840, 715146, 842665, 1548747, 2477552, 6034786, 2716384, 713976, 2507460, 2195991, 2189342, 3709503, 2455475, 8037561, 3749218, 3749219, 3314119, 1004207, 409517, 382844, 632257, 650510, 1246939, 990422, 3260244, 3158816, 1448086, 1183028, 1241605, 2195454, 4924942, 2189367, 1141661, 3981370, 3290760, 7879161, 8478359, 2189496, 3518867, 395268, 2971435, 2510342, 1530125, 1700619, 3349087, 1304789, 2708493, 2716382, 2716383, 3290764, 1301397, 4137975, 6323016, 5043997, 2865371, 7705346, 5006175, 5677899, 1543524, 4137966, 2469492, 8478157, 624917, 2686891, 1100423, 1809384, 624854, 433055, 2699570, 3525334, 2484683, 383281, 2160311, 1585656, 1585657, 1585658, 1585659, 2553490, 2991406, 2622527, 2622528, 1089366, 3252704, 5686466, 3534749, 2132857, 2132858, 7768920, 7768921, 753336, 5043995, 412371, 2704479, 2704480, 389490, 2436966, 5470368, 5677897, 5677898, 5677900, 2559217, 3766607, 3766608, 2855462, 5121635, 2436983, 521074, 7694369, 5234373, 5234374, 2001783, 2001785, 4137965, 4137969, 4137972, 4639154, 8490357, 3636671, 3636672, 8457114, 8457115, 8457116, 899429, 2553489, 3816114, 5006171, 8478153, 8478257, 8478362, 2832611, 2010438, 2010439, 2400917, 1515518, 350750, 1060541, 1081622, 2215837, 2708490, 2708491, 2930409, 5353915, 7705345, 2553488, 3227933, 655277, 843404, 3833613, 4001758, 621029, 1841154, 2195445, 3570656, 3570656, 3344005, 6471684, 2759499, 2759500, 388508, 2581248, 2581249, 2586479, 526847, 4891122, 5552803, 2867848, 2867849, 1545936, 2459445]
confrontare	[1853095, 1173429, 1108875, 1912818, 2195967, 1912817]
contenere	[1735655, 969497, 969497, 1709344, 3030608, 3290944]
impegnare	[1857161, 1758753, 350988, 2073462]
gestire	[2510168, 1323807, 3858337]
ferire	[3554123, 3408568]
superare	[2408979]
utilizzare	[2201517, 946147, 715205, 715207, 3077830, 1740325]
capitare	[2437868, 1505684, 1905562, 2078736, 2505125, 5826687, 4982027, 2444590, 3264965, 1613953, 5175653, 5175654, 1542172, 5512965, 2414755, 2414756, 3754386, 3557033, 2132798, 1927984, 632874, 3003915, 3828128, 5512963, 3158109, 3188494]
crescere	[1775276]
risparmiare	[4420931, 2416284, 3331359]
decidere	[]
aggiungere	[1743129]
colpire	[4525811, 3420511, 4911581, 3280444, 1858526, 1459263, 3777390, 3280443, 1459259, 4517003, 2690326, 1488010]
avvicinare	[1010949]
importare	[2006447]
impiegare	[1765066, 1647848, 2717851, 3260843, 2286590, 2717850, 609363, 5779802, 846139, 5779801]
temere	[1796343, 1796343, 1796343, 524257, 813564, 2466878, 1578750, 3538493, 2430335, 813542, 5678095, 5678097, 1083115]
protestare	[3462640, 3497712]
rischiare	[4295974, 1693203, 3298100, 351151, 2437217, 2437220, 2437216, 2437219, 3553475, 3553476, 4260323, 4260389, 4260388]
risultare	[2187674, 2466947, 2035254, 1758729, 2842143, 2439116, 3352980, 2497879, 2883367, 7726446, 2261070, 2883363, 5626757, 7783813, 2352414, 4602174, 1759523, 5536505, 7783814, 2262691, 859687, 5748805, 1153223]
contare	[2421233, 1730810, 1765100, 1842400, 1842375, 2057121, 1842426, 2057131, 1910708, 2439010, 1719412, 2224256, 2057140, 3588228, 3588229, 4642, 2057153, 6600524, 3588225, 3588227, 947568, 865075, 1984293, 1984294, 7879182, 7879183, 3564034, 3564035, 3564037, 4447, 1108878, 1702186]
trattare	[2282386, 1763968, 5533768, 715205, 715207, 2195808, 1302678, 1302679, 1647117, 5872760]
mancare	[1074110, 3364400, 7124374, 2031625, 4900457, 1061210, 2195967, 4962399, 992751, 1809327, 864014, 4094704]
scherzare	[2784841, 609588, 3269514, 632878, 2006082, 632874]
permettere	[5932230, 497671, 6956938]
accettare	[4641, 2496889, 1432905, 906087, 2496887, 2496888, 3831771]
specificare	[3264118, 3264117, 849245]
immaginare	[2428407, 3116607, 4916981, 2227393, 4998949, 2823746, 1578337, 990283]
interessare	[2439006, 1759542, 385094, 6820042, 927059, 6820041]
vestire	[5910731, 1106712, 3561361, 828479, 3534335, 4394325, 5005246, 5005247, 7681459, 4504094, 2197893]
rovinare	[2205678, 1251995, 836264, 965727, 836263]
preoccupare	[860618]
consegnare	[3405784, 3405785, 350327]
sognare	[2442151, 1758513, 1840909, 1840907, 2584360, 4971424, 2444703, 2585443, 717823, 4819306, 1245992, 382273, 503162, 7062849, 2028738, 4853098, 3140939, 4227795, 3548926, 984983, 2028747, 2443843, 416725, 3233328, 2950521, 2585432, 3526883, 610261, 623013, 1843341, 753127, 7534449, 7534450]
intuire	[2427287]
limitare	[1765066, 664407, 2279149]
raccontare	[3233446, 1196995, 3020705, 2429264, 1614667, 884295, 606897]
rispettare	[1980046, 839417, 3511672, 1337551, 2947860, 5419200, 1919313, 7242987]
disturbare	[2989191, 1916290, 3348361]
consigliare	[1866867, 3268828, 2195736, 2381795, 1842730, 1758753, 791347, 1543226, 616030, 4479004, 645977, 5172873, 5172875, 3698461, 2268223, 1566159, 1307084, 3650564, 2055835, 5172872, 5173004, 5172874, 5172991, 739046, 2988869, 1723168, 7776128, 2784658, 2784659]
fermare	[1776935, 3786039, 4401, 2618330]
agitare	[373494]
rifiutare	[1759560, 4417525]
definire	[2224428]
svegliare	[5792115, 908667, 4227795, 4933358, 4572934, 4904533]
presentare	[538990, 609639, 917388, 1662448, 4193542, 382033, 1662446]
durare	[2427303, 6217464, 874313, 1312501, 2560194, 893760, 893763, 7321547, 1000834, 893761, 4476394, 425862, 1426788, 1391628, 663063, 2727223, 1255583, 1303394, 1347154, 1495392, 1559763]
bruciare	[]
fondare	[3641400, 7741755, 2054179, 3401340, 1767328, 2194351, 5826175, 5826176]
