riversare	[9364508, 9366004, 10086015, 10233255]
filo	[9001873, 9019212, 9019216, 9021830, 9025160, 9038154, 9041078, 9060674, 9074104, 9088084, 9113126, 9118451, 9132872, 9133588, 9135700, 9135726, 9135738, 9145201, 9154930, 9159578, 9160133, 9160746, 9162101, 9162364, 9162510, 9163191, 9163426, 9169058, 9174691, 9178405, 9182579, 9197950, 9198447, 9203973, 9214740, 9214762, 9214773, 9215329, 9218404, 9218408, 9230209, 9230417, 9230991, 9231547, 9231614, 9234384, 9234392, 9234937, 9238828, 9239626, 9253610, 9259601, 9261732, 9261904, 9266001, 9272482, 9273441, 9288543, 9299838, 9299843, 9299926, 9299951, 9300198, 9305535, 9306626, 9306676, 9312268, 9320204, 9323842, 9326461, 9329413, 9337180, 9346372, 9349018, 9352720, 9352996, 9368710, 9369155, 9371272, 9394605, 9396006, 9396007, 9400298, 9420354, 9421818, 9430963, 9435190, 9439071, 9439559, 9439560, 9445610, 9449686, 9453536, 9457499, 9470373, 9470374, 9470375, 9470514, 9473122, 9473185, 9477681, 9483914, 9483916, 9486361, 9489263, 9490125, 9490327, 9492542, 9492560, 9492561, 9492567, 9492918, 9496635, 9507970, 9509502, 9516901, 9524001, 9525586, 9526680, 9528098, 9546103, 9550055, 9550063, 9550076, 9558570, 9558878, 9559138, 9566922, 9568152, 9568314, 9568319, 9568366, 9568369, 9568372, 9568381, 9568384, 9568388, 9568407, 9568429, 9568452, 9568466, 9568501, 9568506, 9569532, 9569570, 9570097, 9588882, 9607987, 9612884, 9618585, 9625585, 9625917, 9626001, 9632399, 9634231, 9644523, 9649980, 9666971, 9668769, 9673767, 9676650, 9686398, 9686400, 9693478, 9693479, 9693536, 9695110, 9695126, 9698615, 9703275, 9709414, 9712615, 9715258, 9727105, 9728609, 9732959, 9743863, 9743864, 9745249, 9745641, 9748328, 9748516, 9752435, 9761144, 9762522, 9763072, 9772892, 9774075, 9787829, 9798070, 9803494, 9803638, 9804171, 9805008, 9814930, 9815455, 9828135, 9829644, 9832122, 9832744, 9832752, 9835118, 9843720, 9844772, 9844774, 9851756, 9852310, 9852835, 9858027, 9865809, 9872128, 9876659, 9877105, 9886639, 9888683, 9888688, 9897134, 9907318, 9908330, 9922014, 9931086, 9932643, 9936031, 9937774, 9948483, 9950667, 9951892, 9972065, 9972706, 9972709, 9973670, 9973682, 9973686, 9975099, 9984024, 9991458, 9992261, 9997671, 10001506, 10004272, 10004864, 10006182, 10009542, 10016652, 10019702, 10026632, 10026634, 10032849, 10038351, 10039414, 10041443, 10047998, 10050376, 10053725, 10056807, 10056808, 10060009, 10060492, 10070421, 10070423, 10070425, 10071731, 10073286, 10083803, 10084686, 10084819, 10085163, 10089192, 10089649, 10099289, 10111107, 10124097, 10132056, 10132271, 10139041, 10143421, 10147835, 10170418, 10170727, 10212119, 10218856, 10218865, 10218923, 10243168, 10246304, 10247214, 10256743, 10259186, 10259368, 10266676, 10274428, 10285190, 10287165, 10287799, 10288571, 10288637, 10292333, 10301640, 10308065, 10310135, 10319163, 10332050, 10333722, 10335170, 10335171, 10335172, 10343141, 10350643, 10363933, 10374581, 10389557, 10395648, 10396641, 10408115, 10411172, 10416869, 10422178, 10445602, 10445716, 10445717, 10448201, 10450393, 10459447, 10459449, 10469256, 10469258, 10476579, 10477728, 10478967, 10481040, 10481046, 10482318, 10487300, 10489883, 10490957, 10492451, 10493279]
attaccare	[9018631, 9042800, 9046883, 9088769, 9088805, 9116891, 9118066, 9145118, 9168360, 9168582, 9170417, 9171587, 9171604, 9190219, 9207601, 9214302, 9217622, 9233087, 9242943, 9247280, 9248137, 9260615, 9279267, 9282683, 9290007, 9296042, 9296822, 9313915, 9318236, 9318244, 9318245, 9318314, 9318477, 9323558, 9328841, 9332125, 9344310, 9375682, 9376201, 9376543, 9378107, 9396364, 9418261, 9420531, 9425450, 9431155, 9439720, 9452014, 9452015, 9460958, 9462452, 9464478, 9464605, 9466878, 9466903, 9466930, 9466933, 9469009, 9480479, 9483669, 9483755, 9483846, 9483953, 9484148, 9487747, 9488185, 9488191, 9488201, 9488216, 9488303, 9488803, 9491077, 9509706, 9509708, 9522827, 9522835, 9522877, 9522949, 9523544, 9528211, 9528533, 9528820, 9529191, 9530603, 9538943, 9576155, 9581874, 9600681, 9600687, 9600749, 9602822, 9607662, 9623249, 9627792, 9627796, 9649091, 9649641, 9650048, 9650618, 9655773, 9670089, 9673074, 9673078, 9673080, 9689889, 9690681, 9700686, 9700817, 9700926, 9701099, 9701104, 9704695, 9711370, 9732156, 9732246, 9741823, 9749534, 9750671, 9762128, 9767930, 9770349, 9770350, 9827024, 9840751, 9844009, 9862862, 9866363, 9866462, 9897450, 9897462, 9897503, 9902335, 9902578, 9914444, 9917950, 9918398, 9927775, 9935488, 9935675, 9939599, 9946344, 9953633, 9960491, 9972948, 9980714, 9980734, 9981413, 9983879, 9985267, 10000275, 10004241, 10004738, 10008078, 10011172, 10031671, 10038576, 10038577, 10044430, 10057213, 10069550, 10069662, 10069922, 10079612, 10079748, 10083679, 10101398, 10117452, 10124989, 10135346, 10135348, 10137010, 10137014, 10168849, 10210667, 10224920, 10242306, 10245395, 10249829, 10249955, 10252599, 10273522, 10282396, 10288258, 10323727, 10345531, 10352571, 10359635, 10367370, 10367598, 10371769, 10375846, 10376768, 10376796, 10430955, 10431026, 10435816, 10489621, 10489716, 10490162, 10490262]
comitato	[9021091, 9069060, 9069061, 9081282, 9081286, 9081300, 9081302, 9081345, 9093227, 9112887, 9116497, 9133428, 9158605, 9166451, 9186156, 9186159, 9203824, 9203832, 9203844, 9204011, 9204032, 9258688, 9277324, 9284734, 9323733, 9323802, 9323818, 9323837, 9323914, 9324312, 9366622, 9388867, 9389198, 9389363, 9389921, 9395516, 9410986, 9410992, 9428694, 9446882, 9460901, 9461360, 9470490, 9487793, 9503475, 9504752, 9504753, 9504938, 9564118, 9607712, 9607941, 9608082, 9621483, 9625260, 9627280, 9639582, 9639583, 9639640, 9647525, 9654168, 9671862, 9677006, 9677626, 9678362, 9678415, 9678965, 9688821, 9702500, 9714694, 9714713, 9718196, 9731684, 9759603, 9760848, 9763695, 9830428, 9830429, 9830992, 9842337, 9842339, 9859817, 9875286, 9875719, 9882859, 9883574, 9900095, 9922517, 9924892, 9938841, 9942963, 9944116, 9944117, 9947333, 9955389, 9959955, 9962031, 9962041, 9963372, 9967578, 9967588, 9967590, 9967681, 9967682, 9967711, 9968204, 9968214, 9968239, 9968661, 9991695, 10012865, 10012869, 10024659, 10024661, 10025170, 10025562, 10025605, 10025682, 10025695, 10030785, 10030807, 10030822, 10030826, 10031650, 10031651, 10051104, 10065746, 10065785, 10065788, 10065793, 10073712, 10073713, 10074589, 10074620, 10074627, 10074711, 10074720, 10074733, 10075111, 10086969, 10094746, 10099189, 10099375, 10108163, 10115519, 10138660, 10138716, 10138724, 10138779, 10171675, 10171681, 10171692, 10172127, 10172614, 10172618, 10172947, 10221266, 10229800, 10232325, 10248742, 10261630, 10261636, 10261949, 10262190, 10281840, 10286043, 10286576, 10288627, 10306595, 10306597, 10325595, 10346180, 10361031, 10389170, 10391632, 10409074, 10422981, 10450901, 10459006, 10462617, 10490793]
intervento	[9024852, 9024853, 9025177, 9037732, 9043190, 9047742, 9047765, 9056223, 9127881, 9142014, 9143845, 9146918, 9233428, 9268779, 9269102, 9269109, 9269211, 9334820, 9364046, 9380542, 9429221, 9457207, 9505959, 9506928, 9510686, 9511535, 9520034, 9525012, 9539014, 9539231, 9539400, 9549559, 9549562, 9549563, 9549577, 9550050, 9550225, 9550292, 9555763, 9575081, 9598886, 9613028, 9613345, 9627287, 9635730, 9644443, 9653140, 9654484, 9662117, 9671838, 9676888, 9686201, 9695857, 9706050, 9717554, 9728626, 9733691, 9750160, 9799302, 9800251, 9831684, 9849518, 9858404, 9920449, 9928649, 9928736, 9952300, 10009279, 10014129, 10032617, 10032620, 10033283, 10038107, 10038554, 10038861, 10040501, 10048179, 10050818, 10051549, 10058829, 10058879, 10071732, 10118383, 10174633, 10198340, 10200827, 10210542, 10212964, 10216786, 10217319, 10223979, 10250435, 10250539, 10250595, 10258146, 10271963, 10284588, 10284654, 10287787, 10298052, 10307644, 10317528, 10319002, 10337617, 10339134, 10346407, 10352897, 10354206, 10359158, 10367586, 10367787, 10368703, 10369040, 10374805, 10376141, 10396487, 10400408, 10404968, 10414256, 10416455, 10422565, 10432744, 10435302, 10435306, 10435462, 10435664, 10435666, 10435839, 10443939, 10448134, 10469609]
litigio	[9027038, 9073881, 9073882, 9112862, 9174313, 9191064, 9196636, 9204597, 9213260, 9289321, 9336273, 9406758, 9443879, 9443899, 9603005, 9629110, 9629794, 9678346, 9708658, 9794813, 9804969, 9833045, 9905376, 10017864, 10033328, 10040868, 10053657, 10099100, 10099101, 10193525, 10237742, 10245418]
lotteria	[9036648, 9136585, 9154887, 9155027, 9164812, 9369127, 9369133, 9369134, 9369141, 9473361, 9689446, 9691716, 9701557, 9701559, 9793760, 9801496, 9801523, 9801533, 9937129, 9952836, 9967384, 9967387, 9981170, 9998614, 10012721, 10012950, 10013274, 10043833, 10076580, 10094083, 10094085, 10111084, 10137248, 10137262, 10157181, 10203754, 10203755, 10203895, 10245646, 10395290]
coccolare	[9314732, 9571105, 9948905, 9963456, 9963457, 10023019, 10344236, 10353597, 10459351]
perdono	[9001921, 9002565, 9004457, 9010376, 9012229, 9015673, 9016074, 9016086, 9018587, 9031403, 9032048, 9043325, 9044134, 9047618, 9052342, 9063585, 9064625, 9066323, 9070668, 9072729, 9072734, 9073498, 9074048, 9075758, 9077678, 9078432, 9079908, 9083935, 9088244, 9088381, 9089336, 9089735, 9097497, 9097499, 9099926, 9105403, 9115104, 9119492, 9122216, 9123336, 9136607, 9139234, 9151176, 9152920, 9156724, 9161617, 9161669, 9177217, 9177482, 9177483, 9177491, 9177493, 9183690, 9183997, 9184203, 9184349, 9184583, 9185081, 9185860, 9185861, 9186557, 9190315, 9191709, 9191997, 9200957, 9201211, 9201212, 9203762, 9206466, 9206680, 9206681, 9206690, 9224408, 9231678, 9248186, 9261026, 9264551, 9267176, 9269715, 9273569, 9273601, 9276621, 9278354, 9281822, 9288881, 9289436, 9290171, 9295321, 9297725, 9297974, 9308981, 9313361, 9320778, 9321069, 9324549, 9324850, 9342847, 9345789, 9349513, 9349517, 9350150, 9360860, 9370149, 9376294, 9380559, 9380612, 9380668, 9380682, 9395095, 9395153, 9395356, 9396393, 9402416, 9402423, 9402425, 9404003, 9404850, 9408218, 9415809, 9424490, 9424491, 9429760, 9438065, 9438105, 9438487, 9438776, 9438785, 9440117, 9440118, 9440932, 9448392, 9452106, 9452493, 9457886, 9459095, 9460417, 9462591, 9464229, 9464744, 9465006, 9465008, 9465515, 9465758, 9466119, 9466122, 9469724, 9479638, 9487586, 9491033, 9492669, 9493063, 9494585, 9501910, 9501923, 9501946, 9505698, 9505743, 9514676, 9526865, 9527955, 9527998, 9532052, 9534514, 9537425, 9542672, 9545300, 9557431, 9557569, 9558226, 9567872, 9570452, 9576457, 9576480, 9583767, 9583840, 9591389, 9598929, 9600821, 9615631, 9615637, 9618772, 9633022, 9635503, 9636562, 9637150, 9637757, 9643562, 9646136, 9646383, 9653613, 9653825, 9653826, 9655740, 9661895, 9662711, 9670258, 9676355, 9677122, 9677832, 9683294, 9684911, 9696230, 9704563, 9705722, 9708191, 9708195, 9717370, 9726107, 9728665, 9740181, 9741533, 9746164, 9747117, 9747121, 9748119, 9755182, 9762711, 9763690, 9768482, 9768493, 9769852, 9779449, 9782421, 9783762, 9784877, 9785171, 9792614, 9801785, 9803394, 9807727, 9808297, 9813829, 9826383, 9826385, 9834822, 9839971, 9842823, 9845612, 9851645, 9852572, 9862696, 9874330, 9874578, 9879011, 9897252, 9897391, 9900888, 9912062, 9912586, 9919839, 9932302, 9932304, 9932305, 9932547, 9934944, 9949273, 9956378, 9961650, 9962769, 9984294, 10004786, 10011363, 10012836, 10013848, 10017156, 10023501, 10042240, 10044445, 10060404, 10079352, 10092303, 10094994, 10095406, 10101241, 10101290, 10105606, 10111457, 10113493, 10113496, 10113927, 10113930, 10113931, 10113935, 10113939, 10113942, 10130869, 10134090, 10154138, 10159258, 10160400, 10161014, 10176899, 10177827, 10183881, 10183883, 10184345, 10189085, 10197055, 10197061, 10197559, 10197560, 10209498, 10215436, 10215909, 10215910, 10217185, 10217243, 10217245, 10217429, 10263861, 10272960, 10276188, 10282001, 10284065, 10285571, 10294588, 10297246, 10298201, 10300756, 10301929, 10301930, 10301931, 10301932, 10301933, 10305986, 10306049, 10306057, 10306230, 10307723, 10308445, 10309623, 10312103, 10316022, 10318020, 10323870, 10324242, 10343559, 10345571, 10349346, 10365245, 10365259, 10367313, 10367327, 10388121, 10392730, 10397977, 10406400, 10406567, 10406622, 10406624, 10406625, 10406641, 10406646, 10417748, 10419370, 10421377, 10422161, 10449180, 10449719, 10463042, 10466582, 10484185, 10493818, 10493819]
avvertire	[9005898, 9015502, 9018096, 9021783, 9026192, 9037919, 9047451, 9055064, 9058226, 9060523, 9124836, 9140662, 9144026, 9159495, 9199268, 9203188, 9224575, 9227963, 9258041, 9261118, 9278002, 9292555, 9299628, 9305534, 9328959, 9329513, 9345363, 9377486, 9379134, 9379163, 9391321, 9394208, 9404256, 9412520, 9422513, 9431135, 9435861, 9458941, 9499518, 9518281, 9521142, 9535435, 9541294, 9559149, 9569235, 9609932, 9654067, 9666383, 9671429, 9671729, 9674920, 9696062, 9705430, 9712564, 9716640, 9746853, 9771718, 9808661, 9820898, 9827942, 9839088, 9840331, 9864327, 9932275, 9933300, 9960824, 9975497, 9979114, 9983750, 9984924, 9997791, 10006047, 10024165, 10115662, 10117251, 10118222, 10122219, 10145106, 10161973, 10193942, 10219279, 10226565, 10254450, 10271591, 10272841, 10273099, 10281255, 10366148, 10369320, 10371819, 10377403, 10379390, 10401338, 10438604, 10442907, 10445306, 10454711, 10483814]
