4369	197
4371	80
4373	84
4375	99
4376	100
4377	109
4378	110
4379	128
4380	142
4381	168
4382	170
4383	171
4384	177
4385	1157
4386	195
4387	212
4388	226
4389	376087
4390	239
4391	254
4392	278
4393	285
4394	4446270
4395	307
4396	412957
4397	342
4398	361
4399	373
4400	377
4401	379
4402	384
4403	385
4404	386
4405	394
4406	409
4407	413
4408	416
4409	417
4410	424
4411	438
4412	439
4413	440
4414	441
4415	442
4416	443
4417	447
4418	452
4420	454
4421	3044000
4422	456
4423	457
4424	458
4425	459
4426	5216493
4427	3053202
4428	451378
4429	442195
4430	464
4431	465
4432	466
4433	467
4434	468
4435	469
4436	470
4437	6005503
4438	472
4439	473
4440	474
4441	475
4442	476
4443	477
4444	480
4445	509
4447	656406
4448	517
4449	518
4450	519
4451	520
4452	521
4453	1470884
4454	523
4455	524
4456	526
4457	544
4458	559
4459	563
4460	374340
4461	566
4462	567
4463	568
4464	570
4465	571
4466	396884
4467	1486329
4468	583
4469	589
4470	590
4471	591
4472	592
4473	594
4474	596
4475	611
4476	612
4477	613
4478	614
4479	616
4480	617
4481	618
4482	619
4483	620
4484	621
4485	622
4486	623
4488	628
4489	629
4490	630
4491	631
4492	632
4493	633
4494	634
4495	635
4496	636
4497	638
4498	652
4499	689
4500	695
4501	722
4502	779
4503	799
4504	812
4505	818
4506	833
4507	858
4508	864
4509	887
4510	916
4511	925
4513	929
4514	944
4515	970
4516	972
4517	919053
4518	997
4519	1049
4520	1059
4521	1081
4522	1122
4523	1126
4524	1127
4525	1128
4526	1129
4527	1130
4528	1131
4529	1132
4531	1133
4532	1134
4534	1135
4535	1137
4536	1138
4537	1139
4538	1140
4539	1141
4540	1142
4541	1143
4542	1144
4543	1145
4546	1148
4547	1149
4548	442771
4549	1154
4550	1155
4551	1157
4552	358123
4553	1158
4554	1159
4555	1160
4556	349972
4558	1166
4559	1167
4561	1168
4563	1170
4564	1171
4565	1172
4566	1173
4567	1178
4568	353803
4570	1182
4571	8100671
4572	8165863
4573	1184
4574	1185
4575	1186
4576	662262
4577	1188
4578	1189
4579	361569
4582	6818105
4585	1192
4587	1194
4588	1195
4591	1197
4592	1198
4593	1199
4594	1200
4595	1202
4596	691888
4597	452129
4598	1205
4599	1206
4601	1207
4602	1208
4603	1209
4607	1212
4608	2672681
4609	412470
4610	1217
4611	1220
4612	1221
4613	658206
4615	338329
4616	1225
4617	1226
4619	1227
4620	6162
4622	1228
4623	1229
4624	1230
4626	1231
4627	1232
4628	1233
4629	1234
4630	1238
4631	1240
4632	1241
4633	413169
4634	1242
4635	1243
4636	1244
4637	6109
4638	1245
4641	479877
4642	1248
4643	6161
4644	1249
4645	1250
4646	1251
4647	1252
4648	1253
4649	3066352
4650	1255
4651	1256
4652	1257
4653	6182
4655	1258
4656	1259
4657	6105
4658	1260
4660	6187
4661	1261
4662	1262
4663	338792
4665	6097
4666	6106
4667	1263
4668	1264
4669	523866
4670	6186
4671	1530244
4672	1266
4673	1267
4676	1268
4677	6107
4678	6096
4679	1269
4680	1270
4681	1271
4682	569436
4683	1272
4684	6104
4685	6158
4687	6103
4689	6100
4690	6095
4691	6101
4692	6094
4693	6093
4694	6163
4698	1273
4699	1274
4700	1275
4701	6061
6083	6082
119812	406777
119949	136251
335153	620762
335154	589883
338448	338274
338694	338692
338709	765628
340254	1862288
340651	383093
340681	406974
340888	438673
341619	341620
341627	341628
341629	341630
341631	341632
341641	341642
341644	341645
341646	341647
341656	341657
342133	381117
342137	451497
342139	1582099
350268	1008192
350270	2782352
350280	562382
350283	444555
350292	450278
350296	1604472
350304	2673307
350311	1437055
350317	1192400
350327	602976
350329	621849
350331	955660
350332	564752
350346	794929
350348	1794093
350351	932337
350360	663200
350361	8123718
350362	448643
350365	367434
350371	413157
350372	1508409
350377	404729
350382	979625
350383	2900264
350387	937354
350393	938527
350396	640526
350397	578431
350398	971008
350408	945858
350420	935619
350429	789411
350448	826939
350451	2038739
350453	806598
350458	584114
350465	448302
350467	119743
350468	450482
350471	2624943
350488	564745
350502	830671
350503	562358
350534	444002
350538	951583
350554	426452
350563	338424
350564	4898717
350568	369986
350569	811406
350588	413171
350600	951569
350606	353658
350611	1023639
350612	937541
350618	1884046
350625	5984030
350630	593380
350631	957468
350632	366503
350731	1447622
350741	578432
350750	353031
350763	413796
350781	3311640
350792	626968
350796	1736887
350800	584081
350805	412261
350837	1009301
350842	2719811
350843	452100
350844	413162
350850	353316
350856	1552084
350910	584062
350917	448621
350918	563339
350922	932569
350929	413760
350930	452093
350934	396686
350942	933982
350950	1166255
350951	6031617
350954	376073
350961	511912
350978	944651
350982	389115
350988	511880
350989	1179640
350990	104
350994	2734268
350998	584057
351007	969641
351017	562366
351071	4882835
351072	593354
351085	1590846
351095	474167
351099	443593
351123	351128
351129	564749
351135	934358
351136	2235462
351137	359104
351139	1802535
351140	402013
351142	2231835
351146	522478
351149	446466
351151	963159
351162	351166
351264	6038662
351661	353041
351824	932573
353213	1358356
353409	793087
353414	439318
353415	620760
353416	1794095
353434	701240
353435	413158
353436	1532937
353438	136425
353440	3105425
354233	370379
357983	431885
358298	542291
359407	1188541
359408	352802
359412	671324
359418	671328
359432	354437
359438	349954
359449	1311185
359451	2476459
359454	941470
359460	366465
359476	408394
361901	356159
361907	740954
365719	935882
365720	3083470
367940	1880032
367956	367937
367967	367965
370099	966169
373325	358124
373409	937501
373481	1210
373489	341461
373494	933940
373495	351092
373497	359065
373504	454090
373505	841993
373512	943137
373513	345541
373521	423245
373525	330610
373526	360801
373528	360801
373645	613577
373653	443667
373661	408756
373667	352578
373675	413882
373676	935658
373683	584091
373686	662202
373702	360896
373703	797945
373713	444511
373714	444511
373718	363298
373733	353110
373736	434
373742	809512
373751	369840
373754	341505
373765	444124
373767	948408
373770	373081
373784	728746
373794	473792
373796	750327
373799	640335
373809	1561858
373811	1044038
373814	351698
373820	1037319
373832	578430
373842	444519
373843	1022941
373851	433071
373855	341277
373856	557524
373857	2576598
373858	341393
373860	642626
373867	604818
373872	2312607
373873	1315367
373877	360935
373883	1841984
373888	1056436
373930	400255
373931	340921
373934	586952
373936	1556556
373937	535365
373947	8137428
373956	958
373957	340890
373962	8223022
373963	627481
373966	927842
373998	2987432
374002	392880
374004	353021
374006	576296
374037	528401
374040	4329629
374041	399773
374042	923299
374043	1342405
374044	576341
374048	1265921
374049	576332
374056	8139133
374057	1812228
374062	401990
374108	413757
374182	396957
374183	926048
374185	945181
374186	1863255
374189	936361
374197	449875
374203	380793
374205	603848
374206	1488292
374207	578434
374209	356568
374212	935878
374223	331658
374225	618954
374234	342808
374245	866919
374247	345393
374249	1599934
374275	349956
374283	593364
374299	578188
374302	959952
374308	396186
374309	5269196
374319	1286208
374322	812576
374326	522631
374328	533476
374329	341707
374331	411076
374333	444442
374391	452097
374400	404228
374401	1466898
374403	562356
374407	341654
374417	597307
374420	563352
374426	365821
374432	357790
374434	2973208
374435	450006
374436	505966
374437	341518
374441	931243
374454	465597
374464	139166
374469	1601774
374472	352999
374492	1497833
374493	562377
374525	340920
374526	582667
374529	341392
374538	4430301
374539	631079
374540	444037
374543	880681
374546	402516
374550	484262
374556	620755
374574	2224656
374579	852
374584	344438
